path	relative_path	size_bytes	suffix	header_status	delimiter	header_field_count	header_fields	data_rows_read
/home/lvfang/ESMC_halophile/sci_revision_20260820/submission_hardening_audit_v1_20260901T015914Z/collected/reports/module6A_main_text_consistency_audit/Module6A7_RESULTS_3_1_to_3_5_LOCKED_manifest.tsv	sci_revision_20260820/submission_hardening_audit_v1_20260901T015914Z/collected/reports/module6A_main_text_consistency_audit/Module6A7_RESULTS_3_1_to_3_5_LOCKED_manifest.tsv	2257	.tsv	HEADER_ONLY_OK	TAB	3	artifact | path | sha256	0
/home/lvfang/ESMC_halophile/sci_revision_20260820/submission_hardening_audit_v1_20260901T015914Z/collected/reports/module6A_main_text_consistency_audit/Module6A7_RESULTS_AND_FIGURE1_AUDIT.tsv	sci_revision_20260820/submission_hardening_audit_v1_20260901T015914Z/collected/reports/module6A_main_text_consistency_audit/Module6A7_RESULTS_AND_FIGURE1_AUDIT.tsv	2909	.tsv	HEADER_ONLY_OK	TAB	4	check | expected | observed | status	0
/home/lvfang/ESMC_halophile/sci_revision_20260820/submission_hardening_audit_v1_20260901T015914Z/collected/results/00_baseline_frozen/progress_audit_20260808.txt	sci_revision_20260820/submission_hardening_audit_v1_20260901T015914Z/collected/results/00_baseline_frozen/progress_audit_20260808.txt	32061	.txt	HEADER_ONLY_OK	TAB	1	==================================================	0
/home/lvfang/ESMC_halophile/sci_revision_20260820/submission_hardening_audit_v1_20260901T015914Z/collected/results/deepsaltpro_dataset_audit/canonical_only_exact_sequence.tsv	sci_revision_20260820/submission_hardening_audit_v1_20260901T015914Z/collected/results/deepsaltpro_dataset_audit/canonical_only_exact_sequence.tsv	195	.tsv	HEADER_ONLY_OK	TAB	12	dataset | label | source_file | full_header | sequence_id | sequence | length | sha256 | invalid_residues | within_dataset_duplicate_count | present_in_official_same_label | present_in_official_opposite_or_same_label	0
/home/lvfang/ESMC_halophile/sci_revision_20260820/submission_hardening_audit_v1_20260901T015914Z/collected/results/deepsaltpro_dataset_audit/dataset_audit_summary.json	sci_revision_20260820/submission_hardening_audit_v1_20260901T015914Z/collected/results/deepsaltpro_dataset_audit/dataset_audit_summary.json	385	.json	NOT_TABULAR		0		0
/home/lvfang/ESMC_halophile/sci_revision_20260820/submission_hardening_audit_v1_20260901T015914Z/collected/results/deepsaltpro_dataset_audit/official_cross_label_exact_conflicts.tsv	sci_revision_20260820/submission_hardening_audit_v1_20260901T015914Z/collected/results/deepsaltpro_dataset_audit/official_cross_label_exact_conflicts.tsv	914	.tsv	HEADER_ONLY_OK	TAB	5	label | sequence_id | full_header | length | sequence_hash	0
/home/lvfang/ESMC_halophile/sci_revision_20260820/submission_hardening_audit_v1_20260901T015914Z/collected/results/deepsaltpro_dataset_audit/official_only_exact_sequence.tsv	sci_revision_20260820/submission_hardening_audit_v1_20260901T015914Z/collected/results/deepsaltpro_dataset_audit/official_only_exact_sequence.tsv	64143	.tsv	HEADER_ONLY_OK	TAB	12	dataset | label | source_file | full_header | sequence_id | sequence | length | sha256 | invalid_residues | within_dataset_duplicate_count | present_in_canonical_same_label | present_in_canonical_opposite_or_same_label	0
/home/lvfang/ESMC_halophile/sci_revision_20260820/submission_hardening_audit_v1_20260901T015914Z/collected/results/deepsaltpro_dataset_audit/same_sequence_opposite_labels.tsv	sci_revision_20260820/submission_hardening_audit_v1_20260901T015914Z/collected/results/deepsaltpro_dataset_audit/same_sequence_opposite_labels.tsv	81	.tsv	HEADER_ONLY_OK	TAB	5	sha256 | label_official | sequence_id_official | label_canonical | sequence_id_canonical	0
/home/lvfang/ESMC_halophile/sci_revision_20260820/submission_hardening_audit_v1_20260901T015914Z/collected/results/deepsaltpro_dataset_audit/shared_exact_sequence_same_label.tsv	sci_revision_20260820/submission_hardening_audit_v1_20260901T015914Z/collected/results/deepsaltpro_dataset_audit/shared_exact_sequence_same_label.tsv	7100707	.tsv	HEADER_ONLY_OK	TAB	12	dataset | label | source_file | full_header | sequence_id | sequence | length | sha256 | invalid_residues | within_dataset_duplicate_count | present_in_canonical_same_label | present_in_canonical_opposite_or_same_label	0
/home/lvfang/ESMC_halophile/sci_revision_20260820/submission_hardening_audit_v1_20260901T015914Z/collected/results/esmc600m_smoke_test/test_metadata.json	sci_revision_20260820/submission_hardening_audit_v1_20260901T015914Z/collected/results/esmc600m_smoke_test/test_metadata.json	693	.json	NOT_TABULAR		0		0
/home/lvfang/ESMC_halophile/sci_revision_20260820/submission_hardening_audit_v1_20260901T015914Z/collected/results/mmseqs50/hpclas50_cluster.tsv	sci_revision_20260820/submission_hardening_audit_v1_20260901T015914Z/collected/results/mmseqs50/hpclas50_cluster.tsv	559315	.tsv	HEADER_ONLY_OK	TAB	2	HPCLAS_TRAIN_P_000505 | HPCLAS_TRAIN_P_000505	0
/home/lvfang/ESMC_halophile/sci_revision_20260820/submission_hardening_audit_v1_20260901T015914Z/collected/results/mmseqs50_reaudit_20260816_TPhX2F/hpclas50_cluster.tsv	sci_revision_20260820/submission_hardening_audit_v1_20260901T015914Z/collected/results/mmseqs50_reaudit_20260816_TPhX2F/hpclas50_cluster.tsv	1109629	.tsv	HEADER_ONLY_OK	TAB	2	HPCLAS_TRAIN_P_000505 | HPCLAS_TRAIN_P_000505	0
