replicate	esmchalo_ap	deepsaltpro_ap	delta_ap	esmchalo_auroc	deepsaltpro_auroc	delta_auroc	esmchalo_mcc	deepsaltpro_mcc	delta_mcc	esmchalo_accuracy	deepsaltpro_accuracy	delta_accuracy	esmchalo_balanced_accuracy	deepsaltpro_balanced_accuracy	delta_balanced_accuracy	esmchalo_sensitivity	deepsaltpro_sensitivity	delta_sensitivity	esmchalo_specificity	deepsaltpro_specificity	delta_specificity	esmchalo_ppv	deepsaltpro_ppv	delta_ppv	esmchalo_f1	deepsaltpro_f1	delta_f1	esmchalo_brier	deepsaltpro_brier	delta_brier	esmchalo_ece_10_bins	deepsaltpro_ece_10_bins	delta_ece_10_bins	esmchalo_log_loss	deepsaltpro_log_loss	delta_log_loss
612	0.9918483711339048	0.9886885920246522	0.0031597791092525807	0.987560555635601	0.982672407888117	0.0048881477474839174	0.8878523886268703	0.8603458904837601	0.027506498143110236	0.9461907298881194	0.9328716036228023	0.01331912626531706	0.9428291026074058	0.9301729452418801	0.012656157365525722	0.9599287622439893	0.943900267141585	0.016028495102404228	0.9257294429708223	0.916445623342175	0.009283819628647216	0.9506172839506173	0.943900267141585	0.00671701680903225	0.9552503322995126	0.943900267141585	0.01135006515792758	0.04192741136221835	0.057753006004677115	-0.015825594642458765	0.015235429248221542	0.0812807432429931	-0.06604531399477157	0.14262698625106546	0.21778198006190364	-0.07515499381083818
613	0.9914766843280739	0.9896675361600744	0.0018091481679994859	0.9879430163989332	0.9851763692690454	0.0027666471298878337	0.8899574457175644	0.8710786795383093	0.018878766179255102	0.9466882067851373	0.9375336564351104	0.00915455035002688	0.9445420618877313	0.9351984976615672	0.009343564226164114	0.9568807339449541	0.9486238532110092	0.008256880733944927	0.9322033898305084	0.9217731421121251	0.010430247718383301	0.9525114155251142	0.9451553930530164	0.007356022472097767	0.9546910755148741	0.9468864468864469	0.007804628628427235	0.041209947305083955	0.05485386010413181	-0.013643912799047857	0.019678369278752935	0.08462827082404407	-0.06494990154529114	0.14087670601298033	0.21136812936466812	-0.07049142335168779
614	0.9916840436690901	0.9888261680869423	0.002857875582147784	0.9869070955406631	0.9822116591668438	0.004695436373819306	0.8803502185673153	0.8666718297507097	0.013678388816605658	0.9431939978563773	0.9367631296891747	0.006430868167202508	0.9388277583576353	0.9310808918673594	0.007746866490275894	0.9586994727592267	0.9569420035149385	0.0017574692442882123	0.9189560439560439	0.9052197802197802	0.013736263736263687	0.948695652173913	0.9404145077720207	0.008281144401892315	0.9536713286713286	0.9486062717770035	0.005065056894325126	0.04211968126626688	0.0559131389089179	-0.013793457642651018	0.016850276455123235	0.08034963150332022	-0.06349935504819698	0.14478052281610418	0.21274350884718168	-0.0679629860310775
615	0.992269113841437	0.9888001180164813	0.003468995824955745	0.9883490658276004	0.982549078863942	0.0057999869636583545	0.8902226912520649	0.8624387904467307	0.027783900805334216	0.9470021413276232	0.9336188436830836	0.013383297644539605	0.9425043997653458	0.9297696715434436	0.012734728221902247	0.9673617407071623	0.9510426110607434	0.016319129646418906	0.9176470588235294	0.9084967320261438	0.009150326797385588	0.9442477876106194	0.9374441465594281	0.006803641051191356	0.9556650246305419	0.9441944194419442	0.011470605188597771	0.04132242183011324	0.05746461642542194	-0.016142194595308697	0.01804565459472119	0.08305890243565285	-0.06501324784093165	0.14077672260908614	0.21602346295675312	-0.07524674034766698
616	0.9929388712499218	0.9921324986397735	0.0008063726101482649	0.9889704735509725	0.9873279823393202	0.001642491211652275	0.8875939776680575	0.8854550521232984	0.0021389255447590294	0.9464954521134297	0.9454253611556982	0.0010700909577314732	0.9420256991685563	0.941861929957168	0.00016376921138827605	0.9629629629629629	0.9585537918871252	0.0044091710758377145	0.9210884353741496	0.9251700680272109	-0.004081632653061273	0.9495652173913044	0.9518388791593695	-0.002273661768065094	0.9562171628721541	0.9551845342706503	0.0010326286015037711	0.039823668538950856	0.052278911236942796	-0.01245524269799194	0.019173800491675413	0.09079314633185384	-0.07161934584017843	0.13522178736952836	0.20334856072434898	-0.06812677335482062
617	0.9915993866663707	0.990172240064835	0.001427146601535756	0.9877862284362393	0.9851112075226574	0.0026750209135819603	0.8780048975477157	0.8836171715774007	-0.005612274029685005	0.9414922168545357	0.9441760601180891	-0.0026838432635534204	0.9370788819563127	0.9388855997104457	-0.0018067177541329915	0.9596050269299821	0.9658886894075404	-0.006283662477558294	0.9145527369826435	0.9118825100133512	0.002670226969292311	0.9435127978817299	0.9422066549912435	0.0013061428904864725	0.9514908767245216	0.9539007092198581	-0.00240983249533655	0.042913876609736556	0.053460844240557893	-0.010546967630821337	0.02274829886709373	0.08739586318165692	-0.06464756431456319	0.14356857666321252	0.2070706407324416	-0.06350206406922909
618	0.9887140258688216	0.9854051604479868	0.003308865420834861	0.983670148192184	0.9784317766740569	0.005238371518127116	0.8632206540734243	0.8474463923128119	0.015774261760612363	0.9340128755364807	0.9265021459227468	0.007510729613733891	0.9307973833160785	0.9215989601886148	0.009198423127463773	0.9483227561196736	0.9483227561196736	0.0	0.9132720105124835	0.8948751642575559	0.018396846254927657	0.9406474820143885	0.9289520426287744	0.011695439385614126	0.944469525959368	0.9385374607447285	0.005932065214639404	0.050053390479784285	0.061883055187376905	-0.01182966470759262	0.01985014035044558	0.0742164057750423	-0.054366265424596716	0.1671034966254151	0.2274510777879062	-0.06034758116249109
619	0.9917431438519024	0.9881349557771272	0.0036081880747752537	0.9874653251322492	0.9817271026970598	0.0057382224351893996	0.8637823732789377	0.836715744821969	0.027066628456968722	0.934154175588865	0.921306209850107	0.012847965738758016	0.932858873734137	0.9182695680400272	0.014589305694109767	0.9396939693969397	0.9342934293429342	0.005400540054005476	0.9260237780713342	0.9022457067371202	0.023778071334213946	0.9490909090909091	0.9334532374100719	0.015637671680837184	0.9443690637720489	0.9338731443994602	0.010495919372588647	0.045550018647874356	0.05972080111203718	-0.014170782464162826	0.02823818027038963	0.07612608342782473	-0.0478879031574351	0.14603911776645226	0.2200606739631835	-0.07402155619673123
620	0.9909263357481497	0.9882341869472133	0.002692148800936378	0.985799322895948	0.981234819541074	0.004564503354873906	0.8853842230387713	0.8516048573416719	0.033779365697099384	0.9453376205787781	0.9292604501607717	0.01607717041800638	0.9414005742284631	0.9243455802555786	0.01705499397288457	0.9601417183348095	0.9477413640389726	0.012400354295836968	0.9226594301221167	0.9009497964721845	0.02170963364993217	0.9500438212094654	0.9361329833770778	0.013910837832387557	0.9550660792951542	0.9419014084507042	0.013164670844449944	0.04365447860423797	0.05910862855342791	-0.015454149949189942	0.013830422219267965	0.07570081841233531	-0.06187039619306734	0.15046631705332023	0.21931848073800905	-0.06885216368468883
621	0.9923247947658226	0.9899325030953616	0.0023922916704609554	0.9874227714033539	0.9837007652541634	0.0037220061491904932	0.8768704383420747	0.8634761917084469	0.01339424663362776	0.9415549597855228	0.9351206434316354	0.00643431635388747	0.9387699678961815	0.9324995392956559	0.006270428600525624	0.951048951048951	0.9440559440559441	0.006993006993006978	0.926490984743412	0.9209431345353676	0.00554785020804438	0.9535495179666958	0.9498680738786279	0.00368144408806792	0.9522975929978118	0.9469530907496712	0.005344502248140648	0.04381306755874189	0.05623258363103038	-0.012419516072288493	0.01750264792855009	0.08678452363861948	-0.06928187571006938	0.1450911247893763	0.21219615482523238	-0.06710503003585608
622	0.9926490444200484	0.9902977573777435	0.002351287042304917	0.9880896788566871	0.9843867048030432	0.003702974053643837	0.8848864966352332	0.874437273362316	0.010449223272917196	0.9450726978998385	0.9402261712439418	0.004846526655896688	0.9426568017978578	0.9362413536467911	0.0064154481510667605	0.9539007092198581	0.9547872340425532	-0.0008865248226950229	0.9314128943758574	0.9176954732510288	0.013717421124828544	0.955595026642984	0.9472295514511874	0.008365475191796645	0.9547471162377995	0.9509933774834437	0.0037537387543558065	0.04180604034377488	0.054774833264369556	-0.012968792920594677	0.019560348428182404	0.08547166917065845	-0.06591132074247605	0.1406048270964948	0.20930812279144445	-0.06870329569494965
623	0.9926147961898967	0.9906422379261899	0.0019725582637067918	0.9892070442961137	0.9859262880924374	0.003280756203676294	0.89086645016451	0.8719220564086835	0.018944393755826572	0.9470021413276232	0.9379014989293362	0.009100642398287007	0.9456832901095475	0.9354572037281106	0.01022608638143696	0.953382084095064	0.9497257769652651	0.003656307129798919	0.937984496124031	0.9211886304909561	0.01679586563307489	0.9560036663611365	0.9445454545454546	0.011458211815681962	0.9546910755148741	0.9471285323609845	0.0075625431538896	0.039057464165137584	0.05515393019206004	-0.016096466026922454	0.019372085672479306	0.08776396612479204	-0.06839188045231273	0.13335203616756322	0.2106850653458688	-0.07733302917830559
624	0.990093701257306	0.9882456434060776	0.0018480578512284351	0.9850731214104642	0.981390923077297	0.003682198333167186	0.8784792296658843	0.8606001747178534	0.01787905494803088	0.9416531604538088	0.9330091842247433	0.008643976229065431	0.939042604128437	0.9304909111678766	0.008551692960560353	0.9522091974752029	0.9431920649233544	0.00901713255184855	0.9258760107816711	0.9177897574123989	0.008086253369272267	0.9504950495049505	0.9448961156278229	0.00559893387712751	0.9513513513513514	0.944043321299639	0.007308030051712433	0.04591361019152353	0.057591540467688725	-0.011677930276165198	0.019558091423230558	0.07592340145755186	-0.0563653100343213	0.155922057712951	0.21638411236010208	-0.06046205464715107
625	0.9903886170710836	0.9887665761347054	0.0016220409363781885	0.985465502988379	0.983243222698378	0.002222280290000933	0.8613527362083199	0.8582131701187581	0.003139566089561785	0.9330117899249732	0.9314040728831725	0.001607717041800738	0.9302375024942751	0.9292778004770004	0.0009597020172746884	0.9455535390199638	0.941016333938294	0.004537205081669771	0.9149214659685864	0.9175392670157068	-0.002617801047120394	0.941282746160795	0.9427272727272727	-0.0014445265664777551	0.9434133091896786	0.9418710263396912	0.0015422828499873642	0.04788446568354363	0.05888909816277689	-0.011004632479233258	0.023556004093676888	0.08303725672241932	-0.05948125262874243	0.1570762265528514	0.21930519453159475	-0.06222896797874336
626	0.9900418825591601	0.9867275080584798	0.003314374500680395	0.9855946171735644	0.9801994317229774	0.005395185450587037	0.866096878160668	0.8460766088082426	0.0200202693524254	0.9349462365591398	0.9252688172043011	0.009677419354838679	0.9323183492158562	0.9218262583913553	0.010492090824500866	0.948291782086796	0.9427516158818098	0.005540166204986208	0.9163449163449163	0.9009009009009009	0.015444015444015413	0.9404761904761905	0.9298724954462659	0.010603695029924531	0.944367816091954	0.9362677670793215	0.008100049012632504	0.04714697982165588	0.06017841877366727	-0.013031438952011386	0.02037022783662195	0.06981781220774567	-0.049447584371123725	0.156416777383125	0.22110388147244334	-0.06468710408931833
627	0.9914670564097158	0.9891939849478006	0.0022730714619151327	0.986512135718485	0.9823105256211832	0.0042016100973018	0.8821955350097987	0.8679873053531085	0.014208229656690219	0.9438202247191011	0.936864633493847	0.006955591225254132	0.9407785336356764	0.9348072562358276	0.005971277399848818	0.955026455026455	0.9444444444444444	0.010582010582010581	0.926530612244898	0.9251700680272109	0.0013605442176870541	0.9525065963060686	0.9511545293072824	0.0013520669987862055	0.9537648612945839	0.947787610619469	0.005977250675114898	0.04330607017725457	0.05702983371280408	-0.013723763535549514	0.015244703722901508	0.08156399259018844	-0.06631928886728694	0.14769383164033043	0.2141786587246618	-0.06648482708433137
628	0.9899281891388723	0.987094156941198	0.0028340321976743077	0.9855489691999348	0.980727237531368	0.004821731668566809	0.8842348297163969	0.8711203044479123	0.013114525268484556	0.9436997319034852	0.9372654155495979	0.006434316353887359	0.9405380745651	0.9351692504538447	0.005368824111255277	0.9602587800369686	0.9482439926062847	0.01201478743068396	0.9208173690932312	0.9220945083014048	-0.0012771392081736277	0.9436875567665758	0.9438822447102115	-0.00019468794363575181	0.9519010535959689	0.946058091286307	0.005842962309661859	0.045007316172018925	0.059476091049928355	-0.01446877487790943	0.016046217239402055	0.08824812845728952	-0.07220191121788747	0.1543528253964617	0.22409535156591726	-0.06974252616945556
629	0.9931655496165948	0.9889722992826904	0.004193250333904386	0.9897051449439903	0.9833366447169241	0.006368500227066254	0.8882233267704953	0.8729847853066112	0.015238541463884148	0.9459604066345639	0.9384697699304441	0.0074906367041198685	0.9433026084241598	0.9367478428701181	0.006554765554041664	0.9582198001816531	0.9464123524069028	0.01180744777475029	0.9283854166666666	0.9270833333333334	0.0013020833333332593	0.9504504504504504	0.9489981785063752	0.0014522719440751564	0.9543193125282677	0.9477035015916325	0.006615810936635214	0.03964181206713736	0.05751937257178833	-0.017877560504650974	0.023623402348814743	0.09005523917747088	-0.06643183682865614	0.13355751652451048	0.2184874509480184	-0.08492993442350794
630	0.9909213907679467	0.9887764048196066	0.002144985948340117	0.9866821331383007	0.9831321267269177	0.003550006411382922	0.8636673375792135	0.8662042791434605	-0.0025369415642469972	0.9339774557165862	0.9350509930220076	-0.0010735373054213682	0.9301841966537331	0.9331838927066958	-0.002999696052962686	0.9523373052245646	0.9440879926672777	0.008249312557286892	0.9080310880829016	0.9222797927461139	-0.014248704663212375	0.936036036036036	0.944954128440367	-0.008918092404330946	0.9441163107678328	0.9445208619899129	-0.0004045512220801628	0.04560752536524558	0.0571002300808763	-0.01149270471563072	0.02313175740378908	0.08519587261088382	-0.06206411520709474	0.15067852117878283	0.21565417567557327	-0.06497565449679044
631	0.9932682714018041	0.990406157895392	0.0028621135064120784	0.989574157773895	0.9857005675008303	0.0038735902730646643	0.8919237067128706	0.8807293926853588	0.01119431402751181	0.9476524554776039	0.94225580140313	0.005396654074473872	0.9462258066068842	0.9404521234350407	0.005773683171843458	0.9542124542124543	0.9505494505494505	0.003663003663003761	0.938239159001314	0.9303547963206308	0.007884362680683266	0.9568411386593205	0.9514207149404217	0.005420423718898837	0.9555249885373682	0.950984883188273	0.004540105349095214	0.038597673439715485	0.05409481700254961	-0.015497143562834124	0.028043372729089914	0.0868304868891164	-0.058787114160026493	0.13059582516584883	0.20760869151798308	-0.07701286635213425
632	0.9915328735918755	0.9894975162914719	0.0020353573004036063	0.9859205528102837	0.9824208837297335	0.003499669080550216	0.8743472107646199	0.8446161394659719	0.029731071298647938	0.9400428265524625	0.9261241970021413	0.013918629550321193	0.9384429546706659	0.922308069732986	0.016134884937679894	0.9456617002629273	0.9395267309377738	0.00613496932515345	0.9312242090784044	0.9050894085281981	0.02613480055020634	0.9557130203720107	0.9395267309377738	0.016186289434236834	0.9506607929515418	0.9395267309377738	0.011134062013767987	0.045339021796795026	0.05768945637515699	-0.012350434578361963	0.014611943455844977	0.08140379032793177	-0.0667918468720868	0.15217384392215036	0.21675326419690866	-0.0645794202747583
633	0.9927132101173464	0.990256629775879	0.0024565803414673404	0.9880667562479288	0.9834881584010352	0.004578597846893628	0.8909503042565259	0.8569837348208792	0.03396656943564669	0.9485530546623794	0.932475884244373	0.01607717041800638	0.9432797666517365	0.9273408567027541	0.015938909948982394	0.9660574412532638	0.9495213228894691	0.01653611836379465	0.9205020920502092	0.905160390516039	0.015341701534170138	0.9511568123393316	0.9413287316652287	0.009828080674102901	0.9585492227979274	0.9454072790294628	0.01314194376846467	0.040213674335549114	0.056979167670040416	-0.016765493334491302	0.021169369255852687	0.0823269985075681	-0.06115762925171541	0.13850567592923874	0.2153762492847331	-0.07687057335549435
634	0.992078884926108	0.9894495363338773	0.0026293485922306292	0.9884510503131462	0.98425698960175	0.004194060711396164	0.8893983133974575	0.8649444831361613	0.024453830261296106	0.9467741935483871	0.9349462365591398	0.011827956989247324	0.9426178418387223	0.9318240388361152	0.010793803002607127	0.9647058823529412	0.9484162895927601	0.01628959276018105	0.9205298013245033	0.9152317880794701	0.005298013245033206	0.9467140319715808	0.9424460431654677	0.004267988806113121	0.9556252801434334	0.9454217410915652	0.010203539051868216	0.04028643418057255	0.05607650913883311	-0.015790074958260555	0.01955009316156341	0.08548700641715515	-0.06593691325559174	0.138834443465366	0.21278069091726168	-0.07394624745189568
635	0.9932707374336618	0.9912650829010581	0.0020056545326037067	0.9899626508957252	0.9870911045002998	0.0028715463954254172	0.8902413978774523	0.8791075455324415	0.011133852345010742	0.9468884120171673	0.9415236051502146	0.005364806866952732	0.9439543735266699	0.937839571049397	0.006114802477272918	0.960730593607306	0.958904109589041	0.0018264840182649067	0.9271781534460338	0.9167750325097529	0.01040312093628093	0.9494584837545126	0.9425493716337523	0.006909112120760286	0.9550612800726282	0.9506564056133997	0.004404874459228547	0.03782925174321089	0.053575699165092784	-0.015746447421881894	0.023314493274621935	0.09160979287973661	-0.06829529960511468	0.12928673728327533	0.20726965542678913	-0.0779829181435138
636	0.9918913502107309	0.9897408371186353	0.002150513092095685	0.9882696071230567	0.984573502722323	0.0036961044007336463	0.8936723945814908	0.8659980150921144	0.027674379489376455	0.9486081370449678	0.9352248394004282	0.013383297644539605	0.9462927599001103	0.932561495121616	0.01373126477849429	0.9591651542649727	0.9473684210526315	0.011796733212341204	0.933420365535248	0.9177545691906005	0.015665796344647487	0.953971119133574	0.943089430894309	0.010881688239265053	0.9565610859728507	0.9452240832956089	0.011337002677241803	0.04072803590759032	0.054986627096767715	-0.014258591189177397	0.0183550221520947	0.08338139820200775	-0.06502637604991306	0.13946242557750127	0.2126845472940782	-0.07322212171657694
637	0.9906212776528147	0.987749282049494	0.0028719956033207428	0.9854672321603539	0.9802998702910518	0.005167361869302112	0.878503437787088	0.8390652557319224	0.03943818205516558	0.9417989417989417	0.9227513227513228	0.01904761904761898	0.9380511463844797	0.9195326278659612	0.01851851851851849	0.9567901234567902	0.935626102292769	0.021164021164021163	0.9193121693121693	0.9034391534391535	0.015873015873015817	0.9467713787085514	0.935626102292769	0.011145276415782446	0.9517543859649122	0.935626102292769	0.01612828367214325	0.046214273288202226	0.06129206069675039	-0.015077787408548163	0.020977829491263755	0.0769616034233736	-0.05598377393210985	0.1553170054835254	0.2260792407947475	-0.07076223531122211
638	0.9915749154968487	0.9875423280054261	0.004032587491422657	0.9874195107016083	0.9808488092846139	0.00657070141699434	0.8761402127915471	0.8416101356357957	0.034530077155751404	0.9403866809881848	0.9237379162191193	0.016648764769065516	0.9366335141651597	0.9198981983792109	0.01673531578594878	0.9566003616636528	0.9403254972875226	0.016274864376130238	0.9166666666666666	0.8994708994708994	0.01719576719576721	0.943800178412132	0.931899641577061	0.011900536835071085	0.9501571621014818	0.9360936093609361	0.014063552740545715	0.043244906128648467	0.0601932897735248	-0.01694838364487633	0.019200775978678124	0.07037910548659994	-0.05117832950792181	0.14456419216731364	0.2210915611851894	-0.07652736901787577
639	0.9943214520153429	0.9909666785005908	0.0033547735147521074	0.9920467761229846	0.9867640298076614	0.005282746315323217	0.90363743630439	0.8781687313815544	0.025468704922835594	0.9532760472610097	0.9409237379162191	0.01235230934479059	0.9501073299144568	0.9382333270372786	0.011874002877178214	0.9687786960514233	0.9540863177226814	0.014692378328741929	0.9314359637774903	0.9223803363518758	0.009055627425614499	0.9521660649819494	0.9454049135577798	0.006761151424169665	0.9604005461993628	0.9497257769652651	0.010674769234097714	0.034728857236898614	0.053070341401080745	-0.01834148416418213	0.02693588913232314	0.08598794472722936	-0.059052055594906214	0.11904407393448188	0.20479011502075867	-0.08574604108627679
640	0.9922623049546713	0.9893029870708218	0.0029593178838495104	0.9875148502848831	0.9829906655352164	0.004524184749666649	0.8770831331616595	0.8554255671055341	0.021657566056125455	0.9413978494623656	0.9306451612903226	0.010752688172043001	0.9384349618135532	0.9295854042914293	0.008849557522123908	0.952212389380531	0.9345132743362832	0.017699115044247815	0.9246575342465754	0.9246575342465754	0.0	0.9513704686118479	0.9504950495049505	0.0008754191068974793	0.9517912428129146	0.9424364123159303	0.009354830496984268	0.044170271923102314	0.05746253113257819	-0.013292259209475875	0.02275745076929245	0.07937685602830259	-0.056619405259010144	0.14596523300702235	0.2152857040665146	-0.06932047105949224
641	0.9912412925801831	0.9887645258468447	0.002476766733338409	0.9862753480373687	0.9825776019476566	0.003697746089712073	0.8833790500989841	0.8675601598806035	0.015818890218380566	0.9440258342303552	0.9364908503767492	0.00753498385360607	0.9418879034673313	0.9335830700712016	0.008304833396129752	0.9525089605734767	0.9480286738351255	0.0044802867383512135	0.931266846361186	0.9191374663072777	0.01212938005390829	0.9542190305206463	0.9463327370304114	0.007886293490234841	0.9533632286995516	0.9471799462846912	0.006183282414860436	0.044591923891464755	0.056175960776391205	-0.01158403688492645	0.014955954565431424	0.0773432558220967	-0.06238730125666527	0.15096814967480238	0.21225540685187239	-0.06128725717707001
642	0.993171708372057	0.9901996603029931	0.002972048069063926	0.9899410671900895	0.9856070700268874	0.004333997163202041	0.8754382323871557	0.8687460905180522	0.006692141869103496	0.9397525551371705	0.9365250134480904	0.0032275416890801267	0.9355249270503507	0.9321956292295275	0.0033292978208232515	0.9597069597069597	0.956959706959707	0.0027472527472527375	0.9113428943937418	0.9074315514993481	0.003911342894393766	0.9390681003584229	0.9363799283154122	0.0026881720430107503	0.9492753623188406	0.9465579710144928	0.0027173913043477826	0.0412452112961855	0.05523453437635929	-0.013989323080173796	0.0250728145377741	0.08551262418221976	-0.06043980964444566	0.13517448335640006	0.21123569691476873	-0.07606121355836867
643	0.9916136603640576	0.9895894774419082	0.0020241829221494534	0.986993117671039	0.9837473921488693	0.003245725522169729	0.8925763089191455	0.8656178778868773	0.02695843103226825	0.9484702093397746	0.9355877616747182	0.012882447665056307	0.9450696625980193	0.9310070501906429	0.014062612407376385	0.9623318385650225	0.9542600896860987	0.008071748878923812	0.9278074866310161	0.9077540106951871	0.020053475935828957	0.9520851818988465	0.93909973521624	0.012985446682606483	0.9571810883140054	0.9466192170818505	0.010561871232154907	0.0420761136079926	0.05616243786374359	-0.014086324255750994	0.01255454258584083	0.08093103592574465	-0.06837649333990381	0.14608473870444477	0.21220336619508018	-0.0661186274906354
644	0.9924941907749241	0.9894747788404733	0.0030194119344507664	0.9883332522382251	0.9834140229661346	0.004919229272090542	0.8778670996212551	0.867726350460621	0.010140749160634122	0.941747572815534	0.9368932038834952	0.004854368932038833	0.9367604126119113	0.9322730147917477	0.004487397820163608	0.9607142857142857	0.9544642857142858	0.006249999999999978	0.9128065395095368	0.9100817438692098	0.0027247956403270157	0.9438596491228071	0.9418502202643172	0.00200942885848987	0.952212389380531	0.9481152993348115	0.004097090045719454	0.04195394956886342	0.056943688165708994	-0.014989738596845575	0.017748483189179497	0.08343305885575775	-0.06568457566657825	0.14105253067349383	0.21356849802232972	-0.07251596734883589
645	0.9915461255299827	0.9890869068015892	0.0024592187283934974	0.9860661652296214	0.9817611447440835	0.004305020485537936	0.8726126950416913	0.8761365153320698	-0.0035238202903785654	0.9398173025255239	0.9414293390650188	-0.001612036539494932	0.9365394728795939	0.9386491775209442	-0.0021097046413502962	0.9504347826086956	0.9504347826086956	0.0	0.9226441631504922	0.9268635724331927	-0.0042194092827004814	0.9520905923344948	0.9545851528384279	-0.002494560503933152	0.9512619669277633	0.9525054466230937	-0.0012434796953303406	0.0457611741281079	0.05572494277159834	-0.00996376864349044	0.016046166696180957	0.08233870493767559	-0.06629253824149463	0.1526426449819676	0.21241091941324244	-0.05976827443127483
646	0.99277499105789	0.9902511946681338	0.0025237963897561944	0.9885681269474423	0.9845333482230102	0.004034778724432142	0.8915734527146897	0.8614038747522729	0.030169577962416816	0.9483315392895587	0.933799784714747	0.014531754574811706	0.9449114327227353	0.9310100177583672	0.01390141496436803	0.9609582963620231	0.9440993788819876	0.01685891748003554	0.9288645690834473	0.9179206566347469	0.01094391244870041	0.9541850220264317	0.9466192170818505	0.007565804944581256	0.9575596816976127	0.9453576188360728	0.012202062861539908	0.03999562639662345	0.05383161476173497	-0.013835988365111518	0.01456885185106058	0.07980001737364638	-0.0652311655225858	0.13661603038417955	0.2061270028039203	-0.06951097241974075
647	0.9916039790808661	0.9905211361966413	0.0010828428842247773	0.9870276701951657	0.9851184409501823	0.0019092292449833792	0.8854776811887628	0.876226007233976	0.009251673954786765	0.9442359249329759	0.9399463806970509	0.00428954423592498	0.9438649863237085	0.938113003616988	0.005751982706720504	0.9460201280878316	0.9487648673376029	-0.0027447392497712553	0.9417098445595855	0.927461139896373	0.014248704663212486	0.9582947173308619	0.9487648673376029	0.00952984999325901	0.9521178637200737	0.9487648673376029	0.0033529963824707743	0.04187536254828898	0.05356944243680886	-0.011694079888519879	0.016117360539172933	0.08338552594724187	-0.06726816540806893	0.1435415711973229	0.20684331018714125	-0.06330173898981836
648	0.9934900670144883	0.9908470344034122	0.0026430326110761238	0.9902473845858528	0.9861119109319513	0.004135473653901545	0.8849195737318741	0.869972481557423	0.014947092174451115	0.9445938676707908	0.9370629370629371	0.007530930607853703	0.9412089691909012	0.9361245081101833	0.005084461080717917	0.9592391304347826	0.9411231884057971	0.018115942028985477	0.9231788079470199	0.9311258278145695	-0.007947019867549643	0.9480752014324082	0.9523373052245646	-0.004262103792156413	0.9536244934714093	0.9466970387243736	0.006927454747035711	0.03911316648005114	0.053426833795844245	-0.014313667315793102	0.022996736264200093	0.08313750913486904	-0.06014077287066895	0.13076000399436566	0.20686590503943933	-0.07610590104507367
649	0.993099997583313	0.9907877556962136	0.002312241887099442	0.9891110488680134	0.984815078150997	0.004295970717016373	0.8863241147681253	0.8696029035260112	0.01672121124211412	0.9461333333333334	0.9381333333333334	0.008000000000000007	0.9409594294701915	0.9339157850889478	0.007043644381243719	0.9642233856893543	0.9528795811518325	0.011343804537521818	0.9176954732510288	0.9149519890260631	0.002743484224965731	0.9484978540772532	0.9462738301559792	0.0022240239212739654	0.9562959757680658	0.9495652173913044	0.006730758376761403	0.038914209161979414	0.05409217278326047	-0.015177963621281057	0.019501529390317466	0.08029128173530097	-0.0607897523449835	0.13244934722795879	0.20674468616943414	-0.07429533894147536
650	0.9900993358555294	0.9880490848592502	0.0020502509962792015	0.985435412893964	0.9824973962487217	0.0029380166452422918	0.8759098904257254	0.861738198204069	0.014171692221656373	0.939572192513369	0.932620320855615	0.006951871657754016	0.937092430824662	0.930567805436445	0.006524625388216965	0.9528650646950092	0.94362292051756	0.009242144177449174	0.9213197969543148	0.9175126903553299	0.0038071065989848663	0.9432753888380604	0.9401473296500921	0.003128059187968324	0.9480459770114943	0.9418819188191881	0.006164058192306143	0.04568128788468916	0.05874722004832067	-0.013065932163631507	0.01556849747120064	0.08515211399589828	-0.06958361652469765	0.15514675389681573	0.22065189465241944	-0.06550514075560371
651	0.9920682668433347	0.9882799265404207	0.003788340302913973	0.9881410815314268	0.9819433949469116	0.0061976865845151385	0.8900627658897173	0.8548624725553411	0.03520029333437624	0.9470842332613391	0.9298056155507559	0.017278617710583144	0.9448384096721693	0.9288368015190266	0.016001608153142666	0.9565217391304348	0.9338768115942029	0.02264492753623193	0.9331550802139037	0.9237967914438503	0.009358288770053402	0.9547920433996383	0.9476102941176471	0.007181749281991223	0.9556561085972851	0.9406934306569343	0.014962677940350777	0.04046341657369376	0.05842578659176663	-0.017962370018072868	0.014579118141403903	0.08068590191022955	-0.06610678376882564	0.1388498636965944	0.2185889404704879	-0.0797390767738935
652	0.9917151145486379	0.9904687300418649	0.0012463845067730572	0.9879998854746004	0.9859384282820475	0.002061457192552907	0.8890826737385328	0.8816013590713123	0.007481314667220462	0.946149703823371	0.942380183091007	0.003769520732364029	0.943694660969028	0.9412001546092894	0.0024945063597385797	0.9584487534626038	0.948291782086796	0.010156971375807844	0.9289405684754521	0.9341085271317829	-0.0051679586563307955	0.94967978042086	0.9526901669758813	-0.0030103865550212827	0.9540441176470589	0.950485886163813	0.003558231483245855	0.04171715313484848	0.05398183103318959	-0.012264677898341111	0.017885682676347357	0.08936138672435204	-0.07147570404800468	0.14244410562715368	0.20840659734064546	-0.06596249171349178
